=== Server Log Started ===
[2026-01-20 06:25:10] [INFO ] [PID:6397] 로그 시스템 초기화 완료
[2026-01-20 06:25:10] [INFO ] [PID:6397] === Multi-Process Echo Server (fork-exec) 시작 ===
[2026-01-20 06:25:10] [INFO ] [PID:6397] Port: 9190
[2026-01-20 06:25:10] [INFO ] [PID:6397] 클라이언트 연결 대기 중 (poll 사용, fork-exec 방식)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1796, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57866 (Session #1797, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8369, Session #1797)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1797, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57874 (Session #1798, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8370, Session #1798)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1798, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57890 (Session #1799, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8371, Session #1799)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1799, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57894 (Session #1800, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8372, Session #1800)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1800, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57902 (Session #1801, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8373, Session #1801)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1801, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57914 (Session #1802, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8374, Session #1802)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1802, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57922 (Session #1803, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8375, Session #1803)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1803, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57938 (Session #1804, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8376, Session #1804)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1804, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57954 (Session #1805, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8377, Session #1805)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1805, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57958 (Session #1806, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8378, Session #1806)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1806, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57970 (Session #1807, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8379, Session #1807)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1807, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57984 (Session #1808, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8380, Session #1808)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1808, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:57996 (Session #1809, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8381, Session #1809)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1809, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58010 (Session #1810, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8382, Session #1810)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1810, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58012 (Session #1811, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8383, Session #1811)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1811, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58014 (Session #1812, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8384, Session #1812)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1812, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58022 (Session #1813, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8385, Session #1813)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1813, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58030 (Session #1814, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8386, Session #1814)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1814, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58036 (Session #1815, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8387, Session #1815)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1815, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58048 (Session #1816, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8388, Session #1816)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1816, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58054 (Session #1817, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8389, Session #1817)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1817, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58066 (Session #1818, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8390, Session #1818)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1818, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58070 (Session #1819, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8391, Session #1819)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1819, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58084 (Session #1820, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8392, Session #1820)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1820, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58092 (Session #1821, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8393, Session #1821)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1821, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58096 (Session #1822, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8394, Session #1822)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1822, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58108 (Session #1823, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8395, Session #1823)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1823, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58112 (Session #1824, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8396, Session #1824)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1824, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58120 (Session #1825, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8397, Session #1825)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1825, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58134 (Session #1826, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8398, Session #1826)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1826, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58138 (Session #1827, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8399, Session #1827)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1827, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58152 (Session #1828, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8400, Session #1828)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1828, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58158 (Session #1829, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8401, Session #1829)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1829, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58160 (Session #1830, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8402, Session #1830)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1830, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58170 (Session #1831, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8403, Session #1831)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1831, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58180 (Session #1832, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8404, Session #1832)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1832, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58194 (Session #1833, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8405, Session #1833)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1833, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58196 (Session #1834, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8406, Session #1834)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1834, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58208 (Session #1835, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8407, Session #1835)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1835, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58214 (Session #1836, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8408, Session #1836)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1836, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58218 (Session #1837, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8409, Session #1837)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1837, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58224 (Session #1838, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8410, Session #1838)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1838, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58240 (Session #1839, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8411, Session #1839)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1839, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58254 (Session #1840, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8412, Session #1840)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1840, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58256 (Session #1841, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8413, Session #1841)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1841, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58266 (Session #1842, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8414, Session #1842)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1842, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58270 (Session #1843, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8415, Session #1843)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1843, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58272 (Session #1844, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8416, Session #1844)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1844, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58276 (Session #1845, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8417, Session #1845)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1845, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58282 (Session #1846, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8418, Session #1846)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1846, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58288 (Session #1847, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8419, Session #1847)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1847, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58290 (Session #1848, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8420, Session #1848)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1848, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58298 (Session #1849, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8421, Session #1849)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1849, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58306 (Session #1850, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8422, Session #1850)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1850, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58308 (Session #1851, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8423, Session #1851)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1851, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58310 (Session #1852, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8424, Session #1852)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1852, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58326 (Session #1853, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8425, Session #1853)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1853, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58332 (Session #1854, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8426, Session #1854)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1854, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58348 (Session #1855, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8427, Session #1855)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1855, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58352 (Session #1856, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8428, Session #1856)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1856, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58358 (Session #1857, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8429, Session #1857)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1857, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58370 (Session #1858, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8430, Session #1858)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1858, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58374 (Session #1859, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8431, Session #1859)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1859, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58382 (Session #1860, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8432, Session #1860)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1860, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58390 (Session #1861, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8433, Session #1861)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1861, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58404 (Session #1862, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8434, Session #1862)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1862, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58420 (Session #1863, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8435, Session #1863)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1863, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58430 (Session #1864, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8436, Session #1864)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1864, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58434 (Session #1865, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8437, Session #1865)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1865, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58448 (Session #1866, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8438, Session #1866)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1866, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58462 (Session #1867, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8439, Session #1867)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1867, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58468 (Session #1868, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8440, Session #1868)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1868, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58476 (Session #1869, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8441, Session #1869)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1869, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58486 (Session #1870, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8442, Session #1870)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1870, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58492 (Session #1871, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8443, Session #1871)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1871, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58500 (Session #1872, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8444, Session #1872)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1872, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58508 (Session #1873, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8445, Session #1873)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1873, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58510 (Session #1874, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8446, Session #1874)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1874, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58526 (Session #1875, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8447, Session #1875)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1875, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58536 (Session #1876, fd: 4)
[2026-01-20 06:25:28] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 8448, Session #1876)
[2026-01-20 06:25:28] [DEBUG] [PID:6397] fork 성공=1876, exec 대기 중...
[2026-01-20 06:25:28] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:58548 (Session #1877, fd: 4)
